Country,Year,LFPR,Type_LFPR
Togo,2011,59.214,Total
Togo,2012,56.361,Female
Togo,2012,62.05,Male
Togo,2012,59.209,Total
Togo,2013,56.423,Female
Togo,2013,61.941,Male
Togo,2013,59.188,Total
Togo,2014,56.5,Female
Togo,2014,61.782,Male
Togo,2014,59.148,Total
Togo,2015,56.592,Female
Togo,2015,61.577,Male
Togo,2015,59.093,Total
Togo,2016,56.689,Female
Togo,2016,61.358,Male
Togo,2016,59.033,Total
Togo,2017,56.798,Female
Togo,2017,61.095,Male
Togo,2017,58.956,Total
Togo,2018,56.922,Female
Togo,2018,60.796,Male
Togo,2018,58.868,Total
Togo,2019,57.061,Female
Togo,2019,60.465,Male
Togo,2019,58.772,Total
Togo,2020,56.529,Female
Togo,2020,59.896,Male
Togo,2020,58.222,Total
Togo,2021,57.011,Female
Togo,2021,60.047,Male
Togo,2021,58.538,Total
Togo,2022,57.177,Female
Togo,2022,60.49,Male
Togo,2022,58.844,Total
Tonga,1991,39.839,Female
Tonga,1991,76.094,Male
Tonga,1991,57.91,Total
Tonga,1992,42.218,Female
Tonga,1992,75.786,Male
Tonga,1992,58.965,Total
Tonga,1993,44.615,Female
Tonga,1993,75.454,Male
Tonga,1993,60.011,Total
Tonga,1994,47.013,Female
Tonga,1994,75.093,Male
Tonga,1994,61.038,Total
Tonga,1995,46.933,Female
Tonga,1995,74.785,Male
Tonga,1995,60.849,Total
Tonga,1996,46.849,Female
Tonga,1996,74.469,Male
Tonga,1996,60.655,Total
Tonga,1997,46.764,Female
Tonga,1997,74.134,Male
Tonga,1997,60.453,Total
Tonga,1998,46.677,Female
Tonga,1998,73.788,Male
Tonga,1998,60.245,Total
Tonga,1999,46.587,Female
Tonga,1999,73.448,Male
Tonga,1999,60.034,Total
Tonga,2000,46.497,Female
Tonga,2000,73.113,Male
Tonga,2000,59.822,Total
Tonga,2001,46.409,Female
Tonga,2001,72.78,Male
Tonga,2001,59.612,Total
Tonga,2002,46.326,Female
Tonga,2002,72.451,Male
Tonga,2002,59.41,Total
Tonga,2003,46.25,Female
Tonga,2003,72.126,Male
Tonga,2003,59.214,Total
Tonga,2004,46.18,Female
Tonga,2004,71.802,Male
Tonga,2004,59.02,Total
Tonga,2005,46.104,Female
Tonga,2005,71.473,Male
Tonga,2005,58.819,Total
Tonga,2006,46.015,Female
Tonga,2006,71.133,Male
Tonga,2006,58.606,Total
Tonga,2007,45.933,Female
Tonga,2007,70.804,Male
Tonga,2007,58.39,Total
Tonga,2008,45.862,Female
Tonga,2008,70.492,Male
Tonga,2008,58.17,Total
Tonga,2009,45.782,Female
Tonga,2009,70.182,Male
Tonga,2009,57.94,Total
Tonga,2010,45.716,Female
Tonga,2010,69.882,Male
Tonga,2010,57.719,Total
Tonga,2011,45.681,Female
Tonga,2011,69.6,Male
Tonga,2011,57.518,Total
Tonga,2012,45.634,Female
Tonga,2012,69.299,Male
Tonga,2012,57.317,Total
Tonga,2013,45.569,Female
Tonga,2013,68.966,Male
Tonga,2013,57.106,Total
Tonga,2014,45.489,Female
Tonga,2014,68.625,Male
Tonga,2014,56.881,Total
Tonga,2015,45.401,Female
Tonga,2015,68.292,Male
Tonga,2015,56.646,Total
Tonga,2016,45.315,Female
Tonga,2016,67.96,Male
Tonga,2016,56.412,Total
Tonga,2017,45.236,Female
Tonga,2017,67.61,Male
Tonga,2017,56.184,Total
Tonga,2018,45.165,Female
Tonga,2018,67.267,Male
Tonga,2018,55.963,Total
Tonga,2019,45.206,Female
Tonga,2019,67.33,Male
Tonga,2019,55.991,Total
Tonga,2020,44.791,Female
Tonga,2020,66.704,Male
Tonga,2020,55.456,Total
Tonga,2021,44.833,Female
Tonga,2021,66.024,Male
Tonga,2021,55.146,Total
Tonga,2022,45.246,Female
Tonga,2022,67.434,Male
Tonga,2022,56.051,Total
Trinidad and Tobago,1991,45.824,Female
Trinidad and Tobago,1991,78.466,Male
Trinidad and Tobago,1991,61.936,Total
Trinidad and Tobago,1992,47.085,Female
Trinidad and Tobago,1992,77.994,Male
Trinidad and Tobago,1992,62.354,Total
Trinidad and Tobago,1993,47.088,Female
Trinidad and Tobago,1993,77.83,Male
Trinidad and Tobago,1993,62.286,Total
Trinidad and Tobago,1994,47.906,Female
Trinidad and Tobago,1994,79.03,Male
Trinidad and Tobago,1994,63.305,Total
Trinidad and Tobago,1995,48.687,Female
Trinidad and Tobago,1995,79.936,Male
Trinidad and Tobago,1995,64.159,Total
Trinidad and Tobago,1996,50.629,Female
Trinidad and Tobago,1996,78.599,Male
Trinidad and Tobago,1996,64.486,Total
Trinidad and Tobago,1997,50.824,Female
Trinidad and Tobago,1997,79.098,Male
Trinidad and Tobago,1997,64.841,Total
Trinidad and Tobago,1998,51.006,Female
Trinidad and Tobago,1998,79.611,Male
Trinidad and Tobago,1998,65.195,Total
Trinidad and Tobago,1999,50.545,Female
Trinidad and Tobago,1999,79.263,Male
Trinidad and Tobago,1999,64.798,Total
Trinidad and Tobago,2000,50.94,Female
Trinidad and Tobago,2000,79.501,Male
Trinidad and Tobago,2000,65.121,Total
Trinidad and Tobago,2001,50.543,Female
Trinidad and Tobago,2001,78.987,Male
Trinidad and Tobago,2001,64.669,Total
Trinidad and Tobago,2002,51.44,Female
Trinidad and Tobago,2002,78.795,Male
Trinidad and Tobago,2002,65.027,Total
Trinidad and Tobago,2003,53.094,Female
Trinidad and Tobago,2003,78.54,Male
Trinidad and Tobago,2003,65.732,Total
Trinidad and Tobago,2004,55.217,Female
Trinidad and Tobago,2004,79.455,Male
Trinidad and Tobago,2004,67.255,Total
Trinidad and Tobago,2005,56.948,Female
Trinidad and Tobago,2005,79.351,Male
Trinidad and Tobago,2005,68.072,Total
Trinidad and Tobago,2006,57.864,Female
Trinidad and Tobago,2006,79.129,Male
Trinidad and Tobago,2006,68.422,Total
Trinidad and Tobago,2007,56.474,Female
Trinidad and Tobago,2007,79.844,Male
Trinidad and Tobago,2007,68.077,Total
Trinidad and Tobago,2008,57.397,Female
Trinidad and Tobago,2008,79.213,Male
Trinidad and Tobago,2008,68.226,Total
Trinidad and Tobago,2009,55.939,Female
Trinidad and Tobago,2009,79.277,Male
Trinidad and Tobago,2009,67.521,Total
Trinidad and Tobago,2010,54.399,Female
Trinidad and Tobago,2010,77.073,Male
Trinidad and Tobago,2010,65.649,Total
Trinidad and Tobago,2011,53.452,Female
Trinidad and Tobago,2011,76.787,Male
Trinidad and Tobago,2011,65.028,Total
Trinidad and Tobago,2012,56.314,Female
Trinidad and Tobago,2012,76.814,Male
Trinidad and Tobago,2012,66.483,Total
Trinidad and Tobago,2013,56.287,Female
Trinidad and Tobago,2013,76.792,Male
Trinidad and Tobago,2013,66.459,Total
Trinidad and Tobago,2014,57.327,Female
Trinidad and Tobago,2014,77.403,Male
Trinidad and Tobago,2014,67.286,Total
Trinidad and Tobago,2015,55.642,Female
Trinidad and Tobago,2015,76.917,Male
Trinidad and Tobago,2015,66.196,Total
Trinidad and Tobago,2016,56.151,Female
Trinidad and Tobago,2016,75.513,Male
Trinidad and Tobago,2016,65.756,Total
Trinidad and Tobago,2017,55.903,Female
Trinidad and Tobago,2017,74.802,Male
Trinidad and Tobago,2017,65.281,Total
Trinidad and Tobago,2018,55.57,Female
Trinidad and Tobago,2018,73.92,Male
Trinidad and Tobago,2018,64.726,Total
Trinidad and Tobago,2019,55.329,Female
Trinidad and Tobago,2019,73.135,Male
Trinidad and Tobago,2019,64.237,Total
Trinidad and Tobago,2020,53.977,Female
Trinidad and Tobago,2020,71.062,Male
Trinidad and Tobago,2020,62.507,Total
Trinidad and Tobago,2021,54.161,Female
Trinidad and Tobago,2021,69.969,Male
Trinidad and Tobago,2021,62.061,Total
Trinidad and Tobago,2022,53.565,Female
Trinidad and Tobago,2022,71.553,Male
Trinidad and Tobago,2022,62.56,Total
Tunisia,1991,23.837,Female
Tunisia,1991,77.614,Male
Tunisia,1991,50.628,Total
Tunisia,1992,24.059,Female
Tunisia,1992,77.172,Male
Tunisia,1992,50.538,Total
Tunisia,1993,24.322,Female
Tunisia,1993,77.208,Male
Tunisia,1993,50.705,Total
Tunisia,1994,24.603,Female
Tunisia,1994,77.143,Male
Tunisia,1994,50.832,Total
Tunisia,1995,24.904,Female
Tunisia,1995,76.974,Male
Tunisia,1995,50.906,Total
Tunisia,1996,25.213,Female
Tunisia,1996,76.837,Male
Tunisia,1996,50.983,Total
Tunisia,1997,25.53,Female
Tunisia,1997,76.708,Male
Tunisia,1997,51.063,Total
Tunisia,1998,25.531,Female
Tunisia,1998,76.118,Male
Tunisia,1998,50.752,Total
Tunisia,1999,25.531,Female
Tunisia,1999,75.519,Male
Tunisia,1999,50.436,Total
Tunisia,2000,25.528,Female
Tunisia,2000,74.91,Male
Tunisia,2000,50.112,Total
Tunisia,2001,25.522,Female
Tunisia,2001,74.29,Male
Tunisia,2001,49.782,Total
Tunisia,2002,25.516,Female
Tunisia,2002,73.658,Male
Tunisia,2002,49.446,Total
Tunisia,2003,25.515,Female
Tunisia,2003,73.023,Male
Tunisia,2003,49.109,Total
Tunisia,2004,25.522,Female
Tunisia,2004,72.398,Male
Tunisia,2004,48.778,Total
Tunisia,2005,25.539,Female
Tunisia,2005,71.775,Male
Tunisia,2005,48.461,Total
Tunisia,2006,26.424,Female
Tunisia,2006,71.092,Male
Tunisia,2006,48.56,Total
Tunisia,2007,26.59,Female
Tunisia,2007,71.814,Male
Tunisia,2007,48.994,Total
Tunisia,2008,27.039,Female
Tunisia,2008,72.485,Male
Tunisia,2008,49.543,Total
Tunisia,2009,27.173,Female
Tunisia,2009,73.334,Male
Tunisia,2009,50.021,Total
Tunisia,2010,27.15,Female
Tunisia,2010,74.16,Male
Tunisia,2010,50.406,Total
Tunisia,2011,27.339,Female
Tunisia,2011,75.078,Male
Tunisia,2011,50.958,Total
Tunisia,2012,28.447,Female
Tunisia,2012,75.61,Male
Tunisia,2012,51.781,Total
Tunisia,2013,28.313,Female
Tunisia,2013,75.503,Male
Tunisia,2013,51.643,Total
Tunisia,2014,28.611,Female
Tunisia,2014,75.033,Male
Tunisia,2014,51.542,Total
Tunisia,2015,28.915,Female
Tunisia,2015,74.595,Male
Tunisia,2015,51.459,Total
Tunisia,2016,29.595,Female
Tunisia,2016,74.471,Male
Tunisia,2016,51.722,Total
Tunisia,2017,29.618,Female
Tunisia,2017,74.373,Male
Tunisia,2017,51.665,Total
Tunisia,2018,29.702,Female
Tunisia,2018,74.464,Male
Tunisia,2018,51.733,Total
Tunisia,2019,29.799,Female
Tunisia,2019,74.721,Male
Tunisia,2019,51.891,Total
Tunisia,2020,28.49,Female
Tunisia,2020,71.675,Male
Tunisia,2020,49.715,Total
Tunisia,2021,29.077,Female
Tunisia,2021,71.74,Male
Tunisia,2021,50.037,Total
Tunisia,2022,29.946,Female
Tunisia,2022,75.554,Male
Tunisia,2022,52.348,Total
Turkiye,1991,36.327,Female
Turkiye,1991,83.222,Male
Turkiye,1991,60.068,Total
Turkiye,1992,34.689,Female
Turkiye,1992,82.565,Male
Turkiye,1992,58.918,Total
Turkiye,1993,28.505,Female
Turkiye,1993,80.994,Male
Turkiye,1993,55.058,Total
Turkiye,1994,33.128,Female
Turkiye,1994,81.4,Male
Turkiye,1994,57.54,Total
Turkiye,1995,32.646,Female
Turkiye,1995,80.482,Male
Turkiye,1995,56.83,Total
Turkiye,1996,32.228,Female
Turkiye,1996,79.995,Male
Turkiye,1996,56.372,Total
Turkiye,1997,30.368,Female
Turkiye,1997,79.511,Male
Turkiye,1997,55.204,Total
Turkiye,1998,30.681,Female
Turkiye,1998,79.411,Male
Turkiye,1998,55.307,Total
Turkiye,1999,31.317,Female
Turkiye,1999,78.45,Male
Turkiye,1999,55.137,Total
Turkiye,2000,27.955,Female
Turkiye,2000,76.315,Male
Turkiye,2000,52.398,Total
Turkiye,2001,28.503,Female
Turkiye,2001,75.588,Male
Turkiye,2001,52.303,Total
Turkiye,2002,29.473,Female
Turkiye,2002,74.553,Male
Turkiye,2002,52.262,Total
Turkiye,2003,28.136,Female
Turkiye,2003,73.423,Male
Turkiye,2003,51.032,Total
Turkiye,2004,24.75,Female
Turkiye,2004,73,Male
Turkiye,2004,49.147,Total
Turkiye,2005,24.813,Female
Turkiye,2005,73.411,Male
Turkiye,2005,49.388,Total
Turkiye,2006,24.694,Female
Turkiye,2006,71.867,Male
Turkiye,2006,48.551,Total
Turkiye,2007,24.81,Female
Turkiye,2007,71.989,Male
Turkiye,2007,48.672,Total
Turkiye,2008,25.81,Female
Turkiye,2008,72.437,Male
Turkiye,2008,49.396,Total
Turkiye,2009,27.488,Female
Turkiye,2009,72.726,Male
Turkiye,2009,50.373,Total
Turkiye,2010,29.288,Female
Turkiye,2010,73.331,Male
Turkiye,2010,51.571,Total
Turkiye,2011,30.696,Female
Turkiye,2011,74.453,Male
Turkiye,2011,52.837,Total
Turkiye,2012,31.484,Female
Turkiye,2012,73.995,Male
Turkiye,2012,52.998,Total
Turkiye,2013,32.97,Female
Turkiye,2013,74.639,Male
Turkiye,2013,54.061,Total
Turkiye,2014,33.088,Female
Turkiye,2014,75.318,Male
Turkiye,2014,54.469,Total
Turkiye,2015,34.409,Female
Turkiye,2015,75.727,Male
Turkiye,2015,55.333,Total
Turkiye,2016,35.652,Female
Turkiye,2016,76.277,Male
Turkiye,2016,56.229,Total
Turkiye,2017,36.979,Female
Turkiye,2017,76.841,Male
Turkiye,2017,57.176,Total
Turkiye,2018,37.734,Female
Turkiye,2018,77.146,Male
Turkiye,2018,57.714,Total
Turkiye,2019,38.15,Female
Turkiye,2019,76.71,Male
Turkiye,2019,57.71,Total
Turkiye,2020,34.483,Female
Turkiye,2020,73.033,Male
Turkiye,2020,54.048,Total
Turkiye,2021,36.741,Female
Turkiye,2021,75.305,Male
Turkiye,2021,56.321,Total
Turkiye,2022,39.434,Female
Turkiye,2022,76.611,Male
Turkiye,2022,58.314,Total
Turkmenistan,1991,55.304,Female
Turkmenistan,1991,52.385,Male
Turkmenistan,1991,53.871,Total
Turkmenistan,1992,56.391,Female
Turkmenistan,1992,53.75,Male
Turkmenistan,1992,55.094,Total
Turkmenistan,1993,56.491,Female
Turkmenistan,1993,53.913,Male
Turkmenistan,1993,55.225,Total
Turkmenistan,1994,57.92,Female
Turkmenistan,1994,55.627,Male
Turkmenistan,1994,56.794,Total
Turkmenistan,1995,58.63,Female
Turkmenistan,1995,56.475,Male
Turkmenistan,1995,57.572,Total
Turkmenistan,1996,58.308,Female
Turkmenistan,1996,56.136,Male
Turkmenistan,1996,57.242,Total
Turkmenistan,1997,59.32,Female
Turkmenistan,1997,57.315,Male
Turkmenistan,1997,58.337,Total
Turkmenistan,1998,58.875,Female
Turkmenistan,1998,56.855,Male
Turkmenistan,1998,57.884,Total
Turkmenistan,1999,57.824,Female
Turkmenistan,1999,55.702,Male
Turkmenistan,1999,56.784,Total
Turkmenistan,2000,57.504,Female
Turkmenistan,2000,55.376,Male
Turkmenistan,2000,56.462,Total
Turkmenistan,2001,57.267,Female
Turkmenistan,2001,55.14,Male
Turkmenistan,2001,56.225,Total
Turkmenistan,2002,57.304,Female
Turkmenistan,2002,55.213,Male
Turkmenistan,2002,56.28,Total
Turkmenistan,2003,57.152,Female
Turkmenistan,2003,55.057,Male
Turkmenistan,2003,56.127,Total
Turkmenistan,2004,56.895,Female
Turkmenistan,2004,54.769,Male
Turkmenistan,2004,55.854,Total
Turkmenistan,2005,56.178,Female
Turkmenistan,2005,53.938,Male
Turkmenistan,2005,55.08,Total
Turkmenistan,2006,55.596,Female
Turkmenistan,2006,53.264,Male
Turkmenistan,2006,54.453,Total
Turkmenistan,2007,55.023,Female
Turkmenistan,2007,52.601,Male
Turkmenistan,2007,53.835,Total
Turkmenistan,2008,54.314,Female
Turkmenistan,2008,51.763,Male
Turkmenistan,2008,53.062,Total
Turkmenistan,2009,54.001,Female
Turkmenistan,2009,51.425,Male
Turkmenistan,2009,52.736,Total
Turkmenistan,2010,53.602,Female
Turkmenistan,2010,50.954,Male
Turkmenistan,2010,52.302,Total
Turkmenistan,2011,53.092,Female
Turkmenistan,2011,50.286,Male
Turkmenistan,2011,51.713,Total
Turkmenistan,2012,52.786,Female
Turkmenistan,2012,49.854,Male
Turkmenistan,2012,51.345,Total
Turkmenistan,2013,52.573,Female
Turkmenistan,2013,49.515,Male
Turkmenistan,2013,51.069,Total
Turkmenistan,2014,52.416,Female
Turkmenistan,2014,49.214,Male
Turkmenistan,2014,50.841,Total
Turkmenistan,2015,52.385,Female
Turkmenistan,2015,49.084,Male
Turkmenistan,2015,50.76,Total
Turkmenistan,2016,52.392,Female
Turkmenistan,2016,48.988,Male
Turkmenistan,2016,50.715,Total
Turkmenistan,2017,52.419,Female
Turkmenistan,2017,48.899,Male
Turkmenistan,2017,50.685,Total
Turkmenistan,2018,52.474,Female
Turkmenistan,2018,48.832,Male
Turkmenistan,2018,50.679,Total
Turkmenistan,2019,52.551,Female
Turkmenistan,2019,48.777,Male
Turkmenistan,2019,50.69,Total
Turkmenistan,2020,51.205,Female
Turkmenistan,2020,47.66,Male
Turkmenistan,2020,49.455,Total
Turkmenistan,2021,51.298,Female
Turkmenistan,2021,47.143,Male
Turkmenistan,2021,49.246,Total
Turkmenistan,2022,53.084,Female
Turkmenistan,2022,49.191,Male
Turkmenistan,2022,51.16,Total
Uganda,1991,63.276,Female
Uganda,1991,77.789,Male
Uganda,1991,70.244,Total
Uganda,1992,63.453,Female
Uganda,1992,77.666,Male
Uganda,1992,70.282,Total
Uganda,1993,63.627,Female
Uganda,1993,77.543,Male
Uganda,1993,70.32,Total
Uganda,1994,63.802,Female
Uganda,1994,77.421,Male
Uganda,1994,70.357,Total
Uganda,1995,63.985,Female
Uganda,1995,77.302,Male
Uganda,1995,70.396,Total
Uganda,1996,64.165,Female
Uganda,1996,77.182,Male
Uganda,1996,70.434,Total
Uganda,1997,64.339,Female
Uganda,1997,77.06,Male
Uganda,1997,70.467,Total
Uganda,1998,64.508,Female
Uganda,1998,76.934,Male
Uganda,1998,70.497,Total
Uganda,1999,64.668,Female
Uganda,1999,76.805,Male
Uganda,1999,70.521,Total
Uganda,2000,64.826,Female
Uganda,2000,76.674,Male
Uganda,2000,70.543,Total
Uganda,2001,64.98,Female
Uganda,2001,76.54,Male
Uganda,2001,70.562,Total
Uganda,2002,65.129,Female
Uganda,2002,76.405,Male
Uganda,2002,70.578,Total
Uganda,2003,65.273,Female
Uganda,2003,76.268,Male
Uganda,2003,70.592,Total
Uganda,2004,65.416,Female
Uganda,2004,76.13,Male
Uganda,2004,70.605,Total
Uganda,2005,65.558,Female
Uganda,2005,75.993,Male
Uganda,2005,70.617,Total
Uganda,2006,65.701,Female
Uganda,2006,75.857,Male
Uganda,2006,70.63,Total
Uganda,2007,65.844,Female
Uganda,2007,75.724,Male
Uganda,2007,70.643,Total
Uganda,2008,65.988,Female
Uganda,2008,75.592,Male
Uganda,2008,70.658,Total
Uganda,2009,66.136,Female
Uganda,2009,75.463,Male
Uganda,2009,70.675,Total
Uganda,2010,66.29,Female
Uganda,2010,75.338,Male
Uganda,2010,70.696,Total
Uganda,2011,66.45,Female
Uganda,2011,75.216,Male
Uganda,2011,70.722,Total
Uganda,2012,66.617,Female
Uganda,2012,75.098,Male
Uganda,2012,70.753,Total
Uganda,2013,66.922,Female
Uganda,2013,74.849,Male
Uganda,2013,70.789,Total
Uganda,2014,67.235,Female
Uganda,2014,74.603,Male
Uganda,2014,70.832,Total
Uganda,2015,67.552,Female
Uganda,2015,74.359,Male
Uganda,2015,70.878,Total
Uganda,2016,67.869,Female
Uganda,2016,74.114,Male
Uganda,2016,70.923,Total
Uganda,2017,68.187,Female
Uganda,2017,73.871,Male
Uganda,2017,70.969,Total
Uganda,2018,68.291,Female
Uganda,2018,73.523,Male
Uganda,2018,70.853,Total
Uganda,2019,68.409,Female
Uganda,2019,73.138,Male
Uganda,2019,70.727,Total
Uganda,2020,67.764,Female
Uganda,2020,72.445,Male
Uganda,2020,70.06,Total
Uganda,2021,68.474,Female
Uganda,2021,72.693,Male
Uganda,2021,70.544,Total
Uganda,2022,68.445,Female
Uganda,2022,72.982,Male
Uganda,2022,70.672,Total
Ukraine,1991,65.907,Female
Ukraine,1991,72.869,Male
Ukraine,1991,69.239,Total
Ukraine,1992,66.046,Female
Ukraine,1992,72.656,Male
Ukraine,1992,69.213,Total
Ukraine,1993,66.183,Female
Ukraine,1993,72.484,Male
Ukraine,1993,69.203,Total
Ukraine,1994,66.313,Female
Ukraine,1994,72.291,Male
Ukraine,1994,69.178,Total
Ukraine,1995,66.399,Female
Ukraine,1995,72.055,Male
Ukraine,1995,69.109,Total
Ukraine,1996,66.411,Female
Ukraine,1996,71.742,Male
Ukraine,1996,68.964,Total
Ukraine,1997,66.291,Female
Ukraine,1997,71.319,Male
Ukraine,1997,68.698,Total
Ukraine,1998,66.027,Female
Ukraine,1998,70.777,Male
Ukraine,1998,68.3,Total
Ukraine,1999,65.679,Female
Ukraine,1999,70.189,Male
Ukraine,1999,67.835,Total
Ukraine,2000,65.486,Female
Ukraine,2000,69.72,Male
Ukraine,2000,67.509,Total
Ukraine,2001,65.505,Female
Ukraine,2001,69.382,Male
Ukraine,2001,67.357,Total
Ukraine,2002,65.753,Female
Ukraine,2002,69.172,Male
Ukraine,2002,67.386,Total
Ukraine,2003,66.097,Female
Ukraine,2003,68.984,Male
Ukraine,2003,67.478,Total
Ukraine,2004,66.37,Female
Ukraine,2004,68.707,Male
Ukraine,2004,67.489,Total
Ukraine,2005,66.541,Female
Ukraine,2005,68.34,Male
Ukraine,2005,67.403,Total
Ukraine,2006,66.617,Female
Ukraine,2006,67.898,Male
Ukraine,2006,67.231,Total
Ukraine,2007,66.74,Female
Ukraine,2007,68.793,Male
Ukraine,2007,67.724,Total
Ukraine,2008,66.138,Female
Ukraine,2008,69.026,Male
Ukraine,2008,67.522,Total
Ukraine,2009,65.493,Female
Ukraine,2009,69.232,Male
Ukraine,2009,67.284,Total
Ukraine,2010,64.828,Female
Ukraine,2010,69.417,Male
Ukraine,2010,67.026,Total
Ukraine,2011,64.271,Female
Ukraine,2011,69.681,Male
Ukraine,2011,66.863,Total
Ukraine,2012,63.902,Female
Ukraine,2012,70.085,Male
Ukraine,2012,66.866,Total
Ukraine,2013,63.6,Female
Ukraine,2013,70.545,Male
Ukraine,2013,66.933,Total
Ukraine,2014,63.441,Female
Ukraine,2014,71.116,Male
Ukraine,2014,67.129,Total
Ukraine,2015,63.361,Female
Ukraine,2015,71.746,Male
Ukraine,2015,67.395,Total
Ukraine,2016,63.277,Female
Ukraine,2016,72.378,Male
Ukraine,2016,67.66,Total
Ukraine,2017,63.201,Female
Ukraine,2017,73.008,Male
Ukraine,2017,67.93,Total
Ukraine,2018,63.086,Female
Ukraine,2018,73.6,Male
Ukraine,2018,68.163,Total
Ukraine,2019,63.003,Female
Ukraine,2019,74.171,Male
Ukraine,2019,68.403,Total
Ukraine,2020,61.961,Female
Ukraine,2020,72.726,Male
Ukraine,2020,67.172,Total
Ukraine,2021,61.756,Female
Ukraine,2021,72.24,Male
Ukraine,2021,66.836,Total
United Arab Emirates,1991,30.219,Female
United Arab Emirates,1991,90.542,Male
United Arab Emirates,1991,74.539,Total
United Arab Emirates,1992,30.731,Female
United Arab Emirates,1992,90.864,Male
United Arab Emirates,1992,74.882,Total
United Arab Emirates,1993,31.425,Female
United Arab Emirates,1993,91.442,Male
United Arab Emirates,1993,75.444,Total
United Arab Emirates,1994,31.656,Female
United Arab Emirates,1994,91.997,Male
United Arab Emirates,1994,75.855,Total
United Arab Emirates,1995,31.893,Female
United Arab Emirates,1995,92.586,Male
United Arab Emirates,1995,76.285,Total
United Arab Emirates,1996,32.433,Female
United Arab Emirates,1996,92.37,Male
United Arab Emirates,1996,76.262,Total
United Arab Emirates,1997,32.787,Female
United Arab Emirates,1997,91.449,Male
United Arab Emirates,1997,75.715,Total
United Arab Emirates,1998,33.172,Female
United Arab Emirates,1998,90.712,Male
United Arab Emirates,1998,75.29,Total
United Arab Emirates,1999,33.619,Female
United Arab Emirates,1999,90.238,Male
United Arab Emirates,1999,75.055,Total
United Arab Emirates,2000,34.148,Female
United Arab Emirates,2000,90.063,Male
United Arab Emirates,2000,75.049,Total
United Arab Emirates,2001,34.774,Female
United Arab Emirates,2001,90.192,Male
United Arab Emirates,2001,75.285,Total
United Arab Emirates,2002,35.501,Female
United Arab Emirates,2002,90.6,Male
United Arab Emirates,2002,75.753,Total
United Arab Emirates,2003,36.32,Female
United Arab Emirates,2003,91.234,Male
United Arab Emirates,2003,76.414,Total
United Arab Emirates,2004,37.213,Female
United Arab Emirates,2004,92.023,Male
United Arab Emirates,2004,77.212,Total
United Arab Emirates,2005,37.979,Female
United Arab Emirates,2005,92.161,Male
United Arab Emirates,2005,77.619,Total
United Arab Emirates,2006,38.782,Female
United Arab Emirates,2006,90.949,Male
United Arab Emirates,2006,77.309,Total
United Arab Emirates,2007,39.444,Female
United Arab Emirates,2007,89.408,Male
United Arab Emirates,2007,76.795,Total
United Arab Emirates,2008,40.212,Female
United Arab Emirates,2008,88.5,Male
United Arab Emirates,2008,76.66,Total
United Arab Emirates,2009,41.225,Female
United Arab Emirates,2009,88.427,Male
United Arab Emirates,2009,77.068,Total
United Arab Emirates,2010,42.553,Female
United Arab Emirates,2010,89.043,Male
United Arab Emirates,2010,77.829,Total
United Arab Emirates,2011,44.069,Female
United Arab Emirates,2011,89.891,Male
United Arab Emirates,2011,78.657,Total
United Arab Emirates,2012,45.585,Female
United Arab Emirates,2012,90.535,Male
United Arab Emirates,2012,79.367,Total
United Arab Emirates,2013,47.107,Female
United Arab Emirates,2013,91.005,Male
United Arab Emirates,2013,79.981,Total
United Arab Emirates,2014,48.639,Female
United Arab Emirates,2014,91.353,Male
United Arab Emirates,2014,80.532,Total
United Arab Emirates,2015,50.177,Female
United Arab Emirates,2015,91.64,Male
United Arab Emirates,2015,81.054,Total
United Arab Emirates,2016,51.709,Female
United Arab Emirates,2016,91.991,Male
United Arab Emirates,2016,81.627,Total
United Arab Emirates,2017,53.886,Female
United Arab Emirates,2017,92.181,Male
United Arab Emirates,2017,82.246,Total
United Arab Emirates,2018,54.39,Female
United Arab Emirates,2018,92.964,Male
United Arab Emirates,2018,82.864,Total
United Arab Emirates,2019,58.401,Female
United Arab Emirates,2019,92.365,Male
United Arab Emirates,2019,83.384,Total
United Arab Emirates,2020,62.876,Female
United Arab Emirates,2020,90.598,Male
United Arab Emirates,2020,83.201,Total
United Arab Emirates,2021,54.588,Female
United Arab Emirates,2021,92.804,Male
United Arab Emirates,2021,82.532,Total
United Arab Emirates,2022,55.981,Female
United Arab Emirates,2022,93.933,Male
United Arab Emirates,2022,83.658,Total
United Kingdom,1991,66.577,Female
United Kingdom,1991,86.546,Male
United Kingdom,1991,76.541,Total
United Kingdom,1992,66.64,Female
United Kingdom,1992,85.721,Male
United Kingdom,1992,76.156,Total
United Kingdom,1993,66.765,Female
United Kingdom,1993,84.738,Male
United Kingdom,1993,75.723,Total
United Kingdom,1994,66.857,Female
United Kingdom,1994,84.337,Male
United Kingdom,1994,75.565,Total
United Kingdom,1995,66.793,Female
United Kingdom,1995,83.893,Male
United Kingdom,1995,75.308,Total
United Kingdom,1996,67.332,Female
United Kingdom,1996,83.778,Male
United Kingdom,1996,75.517,Total
United Kingdom,1997,67.735,Female
United Kingdom,1997,83.7,Male
United Kingdom,1997,75.677,Total
United Kingdom,1998,67.641,Female
United Kingdom,1998,83.421,Male
United Kingdom,1998,75.488,Total
United Kingdom,1999,67.949,Female
United Kingdom,1999,82.686,Male
United Kingdom,1999,75.277,Total
United Kingdom,2000,68.397,Female
United Kingdom,2000,82.8,Male
